session_num,tr_loss_ave,tr_loss_std,tr_mse_ave,tr_mse_std,tr_mae_ave,tr_mae_std,tr_rmse_ave,tr_rmse_std,val_loss_ave,val_loss_std,val_mse_ave,val_mse_std,val_mae_ave,val_mae_std,val_rmse_ave,val_rmse_std,fc_units,lstm_units,epochs,fc_depth,lstm_depth,lr,tr_loss_fold_0,tr_mse_fold_0,tr_mae_fold_0,tr_rmse_fold_0
1,0.02902939,0,0.029029389,0,0.106172101,0,0.168478197,0,0,0,0,0,0,0,0,0,120,20,35,2,1,0.001,0.02902939,0.029029389,0.106172101,0.168478197
1,0.028832896,0,0.028832896,0,0.105263672,0,0.167696168,0,0,0,0,0,0,0,0,0,120,20,36,2,1,0.001,0.028832896,0.028832896,0.105263672,0.167696168
1,0.028689608,0,0.028689608,0,0.105002837,0,0.16752499,0,0,0,0,0,0,0,0,0,120,20,37,2,1,0.001,0.028689608,0.028689608,0.105002837,0.16752499
1,0.028519244,0,0.028519244,0,0.10450863,0,0.166788295,0,0,0,0,0,0,0,0,0,120,20,38,2,1,0.001,0.028519244,0.028519244,0.10450863,0.166788295
1,0.027996448,0,0.027996447,0,0.103466642,0,0.165347478,0,0,0,0,0,0,0,0,0,120,20,39,2,1,0.001,0.027996448,0.027996447,0.103466642,0.165347478
1,0.02787689,0,0.027876889,0,0.103547107,0,0.165152072,0,0,0,0,0,0,0,0,0,120,20,40,2,1,0.001,0.02787689,0.027876889,0.103547107,0.165152072
1,0.028050194,0,0.028050194,0,0.102800354,0,0.165387154,0,0,0,0,0,0,0,0,0,120,20,41,2,1,0.001,0.028050194,0.028050194,0.102800354,0.165387154
1,0.027351882,0,0.027351882,0,0.101592459,0,0.163350835,0,0,0,0,0,0,0,0,0,120,20,42,2,1,0.001,0.027351882,0.027351882,0.101592459,0.163350835
1,0.027253179,0,0.027253179,0,0.101419834,0,0.163131711,0,0,0,0,0,0,0,0,0,120,20,43,2,1,0.001,0.027253179,0.027253179,0.101419834,0.163131711
1,0.0268587,0,0.0268587,0,0.100544204,0,0.161908144,0,0,0,0,0,0,0,0,0,120,20,44,2,1,0.001,0.0268587,0.0268587,0.100544204,0.161908144
1,0.026396256,0,0.026396256,0,0.099588827,0,0.160595925,0,0,0,0,0,0,0,0,0,120,20,45,2,1,0.001,0.026396256,0.026396256,0.099588827,0.160595925
1,0.026119931,0,0.026119931,0,0.098989348,0,0.159601876,0,0,0,0,0,0,0,0,0,120,20,46,2,1,0.001,0.026119931,0.026119931,0.098989348,0.159601876
1,0.026219621,0,0.026219621,0,0.098806875,0,0.160174947,0,0,0,0,0,0,0,0,0,120,20,47,2,1,0.001,0.026219621,0.026219621,0.098806875,0.160174947
1,0.026059428,0,0.026059428,0,0.09860419,0,0.159570934,0,0,0,0,0,0,0,0,0,120,20,48,2,1,0.001,0.026059428,0.026059428,0.09860419,0.159570934
1,0.025512222,0,0.025512222,0,0.097301916,0,0.157745098,0,0,0,0,0,0,0,0,0,120,20,49,2,1,0.001,0.025512222,0.025512222,0.097301916,0.157745098
1,0.025543846,0,0.025543846,0,0.097514171,0,0.157964962,0,0,0,0,0,0,0,0,0,120,20,50,2,1,0.001,0.025543846,0.025543846,0.097514171,0.157964962
1,0.025543846,0,0.025543846,0,0.097514171,0,0.157964962,0,0,0,0,0,0,0,0,0,120,20,50,2,1,0.001,0.025543846,0.025543846,0.097514171,0.157964962
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,20,0,2,1,5.00E-05,0,0,0,0
1,0.171625774,0,0.171625774,0,0.192204243,0,0.32892909,0,0,0,0,0,0,0,0,0,120,20,1,2,1,5.00E-05,0.171625774,0.171625774,0.192204243,0.32892909
1,0.135508234,0,0.135508234,0,0.182882744,0,0.310031867,0,0,0,0,0,0,0,0,0,120,20,2,2,1,5.00E-05,0.135508234,0.135508234,0.182882744,0.310031867
1,0.125979341,0,0.125979341,0,0.175079849,0,0.297383966,0,0,0,0,0,0,0,0,0,120,20,3,2,1,5.00E-05,0.125979341,0.125979341,0.175079849,0.297383966
1,0.128608019,0,0.128608019,0,0.176398781,0,0.298797957,0,0,0,0,0,0,0,0,0,120,20,4,2,1,5.00E-05,0.128608019,0.128608019,0.176398781,0.298797957
1,0.123282838,0,0.123282838,0,0.172815355,0,0.293331924,0,0,0,0,0,0,0,0,0,120,20,5,2,1,5.00E-05,0.123282838,0.123282838,0.172815355,0.293331924
1,0.121918214,0,0.121918214,0,0.171993649,0,0.291778881,0,0,0,0,0,0,0,0,0,120,20,6,2,1,5.00E-05,0.121918214,0.121918214,0.171993649,0.291778881
1,0.121094722,0,0.121094722,0,0.171558422,0,0.290959789,0,0,0,0,0,0,0,0,0,120,20,7,2,1,5.00E-05,0.121094722,0.121094722,0.171558422,0.290959789
